,composer,midi_list
341,Frédéric Chopin," -1  -1  -1  -1  -1  41  48  40  -1  36  -1  -1  -1  41  49  47  48  40
  -1  36  -1  41  49  47  48  40  36  41  41  40  36  41  40  36  36  41
  40  41  40  36  41  67  41  68  48  56  70  41  72  48  56  68  67  68
  67  41  56  41  48  77  56  -1  70  72  46  53  73  61  75  46  53  77
  61  73  73  75  41  48  56  72  41  48  68  56  70  65  67  48  68  56
  70  41  48  72  56  68  67  68  67  65  56  41  48  72  56  71  72  60
  62  51  55  65  55  67  59  60  48  55  64  60  48  58  61  64  -1  63
  61  60  65  67  48  68  56  70  41  72  48  56  68  67  68  67  65  41
  48  56  77  70  72  46  53  73  61  75  46  77  53  73  73  75  41  72
  48  56  41  48  68  56  65  67  41  48  56  68  70  41  48  72  56  68
  67  68  67  41  65  56  41  45  56  72  72  60  62  51  65  55  67  59
  60  48  72  70  68  67  60  60  67  68  65  67  68  53  60  68  53  72
  53  70  68  67  53  58  67  65  60  53  68  65  53  67  53  68  70  56
  72  53  73  73  39  77  75  73  61  75  51  73  61  72  70  44  68  70
  72  60  60  72  73  39  77  75  73  61  73  72  61  70  68  44  70  72
  51  60  56  52  53  56  60  70  68  67  58  67  68  65  67  68  60  53
  68  72  60  70  68  67  68  67  65  67  68  65  60  53  67  53  70  56
  72  73  73  39  77  75  73  61  75  73  61  72  70  44  70  72  60  60
  51  72  73  39  77  75  73  61  73  61  72  70  44  70  60  51  72  44
  68  72  44  51  60  75  66  60  66  68  66  56  75  49  56  61  68  49
  77  56  80  65  73  70  66  54  61  73  65  49  68  37  70  58  58  65
  61  37  44  51  60  66  75  44  77  66  75  66  51  49  56  65  77  49
  56  80  73  65  72  39  61  51  67  44  72  63  60  68  51  39  72  61
  51  72  63  60  68  44  51  75  66  44  75  68  77  75  56  60  49  56
  65  68  49  56  73  65  80  70  58  66  58  73  61  65  49  68  37  70
  58  58  54  65  61  49  37  44  51  75  68  60  75  68  49  56  60  60
  51  75  66  49  56  65  68  49  56  68  65  73  80  78  72  39  67  51
  72  44  63  68  60  72  39  67  61  70  51  72  63  56  68  60  54  53
  68  68  46  68  70  48  50  51  66  53  54  63  63  70  56  54  68  53
  52  68  68  62  46  51  63  66  53  70  54  63  69  61  60  63  60  63
  44  63  48  63  65  51  65  68  61  54  53  53  66  51  50  60  68  60
  44  53  51  68  49  65  69  65  47  63  46  62  70  46  48  68  65  50
  51  65  53  54  63  66  63  54  54  63  52  68  62  46  68  62  51  63
  66  53  70  54  63  69  61  61  60  44  68  63  48  49  63  51  53  61
  68  61  53  53  61  50  60  66  44  65  53  51  49  68  65  68  65  68
  65  39  37  65  68  65  64  64  64  36  64  64  56  64  64  48  55  64
  55  64  41  60  55  40  36  65  56  41  49  47  48  60  55  40  36  65
  56  49  47  48  55  60  40  36  41  41  40  36  41  40  36  36  41  40
  41  40  36  36  41  67  41  48  56  70  72  41  56  68  67  68  67  65
  56  41  48  56  77  70  72  46  53  61  73  75  46  77  61  73  73  75
  41  48  56  41  48  68  56  65  67  41  48  56  68  70  41  72  56  68
  67  68  41  48  56  41  48  72  72  60  62  51  55  63  65  55  67  59
  60  48  55  64  60  48  58  64  61  63  61  60  65  67  41  48  68  56
  70  41  48  72  56  68  67  68  41  48  56  41  48  77  56  77  70  72
  46  53  73  61  75  46  53  77  61  73  73  75  41  73  48  56  41  48
  56  68  65  67  41  68  70  41  72  42  68  67  68  67  41  65  41  56
  72  60  64  41  67  70  41  73  72  68  70  68  41  56  48  60  64  55
  41  67  70  41  73  72  68  70  68  65  41  43  41  56  48  80  60  64
  41  67  70  55  73  48  72  68  70  68  56  65  48  49  77  58  48  41
  56  89 101  -1  -1  -1  -1"
342,Frédéric Chopin,"-1 -1 -1 -1 -1 63 -1 64 63 68 -1 71 -1 62 61 39 67 -1 68 44 51 63 70 71
 73 75 78 76 75 80 75 68 71 63 75 73 76 70 61 49 68 75 56 44 73 71 70 73
 64 49 37 63 32 68 64 63 71 68 62 61 39 44 68 51 63 56 -1 71 63 51 56 75
 73 76 68 61 49 68 75 71 56 44 73 71 70 73 49 37 64 68 63 32 44 64 66 64
 63 71 68 62 67 61 39 44 68 56 63 59 71 64 55 70 54 64 61 68 58 66 71 63
 70 64 61 54 68 58 68 59 70 54 64 63 73 64 66 54 69 73 61 66 54 80 65 62
 71 78 61 70 63 61 71 68 77 83 73 82 66 66 68 66 65 61 70 78 80 78 77 73
 83 61 82 66 66 68 66 65 61 56 49 70 54 66 68 52 64 61 70 68 64 61 56 68
 67 68 64 61 73 75 76 64 42 66 69 49 58 58 54 49 61 47 63 66 68 51 63 42
 76 78 58 58 61 47 75 78 66 80 59 51 75 51 76 42 78 58 54 58 73 47 75 54
 59 66 52 40 68 64 61 70 61 64 70 68 67 68 61 64 73 75 76 64 42 66 54 58
 58 54 61 63 47 66 68 51 63 51 76 42 78 58 58 49 73 75 63 47 78 66 51 54
 68 75 54 59 30 76 42 78 49 54 58 73 63 75 47 35 54 59 63 64 63 71 68 62
 61 39 68 44 63 51 56 59 70 71 73 75 78 76 75 80 75 68 71 63 75 73 76 61
 49 68 68 75 44 56 73 71 70 73 49 37 68 63 64 63 71 68 62 39 61 68 44 51
 63 63 59 51 56 75 73 76 61 49 75 56 44 73 71 70 73 49 37 64 68 63 44 64
 66 64 63 71 68 62 61 67 39 68 63 59 51 56 -1 -1 -1 -1 -1 -1"
343,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
344,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
345,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
346,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
347,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
348,Frédéric Chopin,-1 -1 -1 ... 48 36 -1
349,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
350,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
351,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
352,Frédéric Chopin,-1 -1 -1 ... 79 87 99
353,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
354,Frédéric Chopin,-1 -1 -1 ... 99 35 -1
355,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
356,Frédéric Chopin,"-1 -1 -1 -1 -1 73 37 -1 68 -1 -1 71 49 61 68 -1 -1 69 -1 54 66 68 49 64
 61 67 45 44 60 68 -1 73 64 71 61 49 66 54 68 64 61 49 45 68 44 60 63 80
 49 56 64 61 49 78 80 78 80 57 78 80 78 80 63 78 80 78 80 78 61 76 78 80
 49 56 64 61 73 49 56 64 61 73 85 49 56 65 61 49 85 56 83 85 65 83 61 81
 81 54 57 66 61 54 57 66 61 80 48 56 66 63 75 48 56 66 63 76 49 56 64 61
 78 45 51 73 61 54 73 44 75 76 51 75 76 75 76 75 61 76 75 76 75 51 76 75
 76 75 76 44 75 76 75 76 75 76 51 75 76 75 76 60 75 76 75 73 58 75 44 51
 60 56 44 51 68 60 56 80 49 56 64 61 49 78 80 78 54 80 78 80 78 63 80 78
 80 78 76 61 78 81 80 49 56 64 61 73 49 56 85 64 61 49 97 98 56 95 93 65
 92 59 90 49 89 86 85 56 83 81 80 65 78 77 59 74 73 71 69 54 57 66 61 57
 54 57 49 42 62 50 57 54 74 42 50 57 73 54 42 72 73 72 51 73 72 73 57 72
 73 72 71 54 72 73 75 43 76 52 75 61 73 57 68 44 52 69 61 56 44 51 68 60
 54 61 49 56 52 51 49 52 49 47 64 45 52 66 61 68 57 69 71 45 73 74 52 73
 71 62 56 45 76 52 74 73 71 61 57 69 45 74 52 73 71 62 56 74 52 64 76 74
 56 76 73 45 52 85 76 64 57 85 76 83 74 45 52 81 73 83 74 64 56 85 81 45
 52 61 57 61 42 49 63 65 57 66 68 54 42 69 71 49 69 68 59 53 42 73 49 71
 69 68 59 61 53 42 69 71 49 69 66 54 68 51 68 60 56 66 68 68 49 64 52 61
 56 76 68 75 44 66 51 64 73 75 66 60 56 76 68 73 64 49 52 61 56 45 73 75
 73 75 51 75 73 72 61 73 55 44 76 51 60 75 56 63 45 51 73 61 73 55 73 72
 44 75 51 60 56 50 68 70 53 68 59 67 65 56 65 51 56 60 63 58 63 51 58 73
 61 65 63 67 44 51 56 80 72 60 73 56 75 45 51 55 63 61 44 51 56 60 56 39
 51 55 60 58 44 51 56 60 56 45 51 55 63 61 44 51 56 60 56 39 51 55 60 58
 44 51 56 60 56 39 51 55 60 58 44 51 56 60 56 39 51 55 60 58 32 51 60 56
 60 63 72 68 72 75 80 84 92 68 80 49 56 64 61 49 78 80 78 80 54 78 80 78
 80 78 63 80 78 80 78 61 76 78 80 81 80 49 56 64 61 73 49 56 64 85 61 49
 97 98 56 95 93 65 92 59 49 90 89 86 85 56 83 81 80 65 78 77 59 74 73 71
 69 42 49 57 54 42 81 49 57 54 80 48 54 63 56 75 48 54 63 56 49 76 78 76
 52 78 76 78 76 61 78 76 56 75 76 78 45 51 73 61 54 44 75 76 51 75 61 74
 75 54 76 44 78 80 81 51 82 83 84 60 85 86 87 56 88 90 43 88 52 61 58 87
 43 51 85 61 58 84 44 51 60 81 56 48 80 54 75 63 56 76 49 52 78 61 80 56
 -1 78 45 51 73 61 54 73 44 75 76 51 75 76 75 76 75 76 75 61 76 75 76 75
 51 76 75 76 75 76 44 75 76 75 76 75 76 51 75 76 75 76 75 76 75 60 76 75
 76 75 76 75 76 75 76 75 76 54 75 73 73 49 56 64 61 49 75 76 78 80 54 81
 83 85 87 85 83 63 81 80 78 76 75 61 73 71 69 49 68 56 64 61 49 69 71 73
 75 76 78 80 81 54 83 85 87 88 90 92 93 95 97 99 97 63 95 93 92 90 88 87
 85 83 81 61 80 78 76 75 73 71 69 68 49 56 64 61 49 69 71 54 73 75 76 63
 78 76 75 73 61 71 69 68 49 56 64 61 69 49 71 73 54 75 76 78 63 80 78 76
 75 61 73 71 69 68 49 56 64 61 49 54 63 61 49 56 64 61 49 54 63 61 68 49
 56 65 73 61 -1 -1 77 56 80 53 85 49 89 44 97 37 -1"
357,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
358,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
359,Frédéric Chopin,-1 -1 -1 ... 78 80 90
360,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
361,Frédéric Chopin,-1 -1 -1 ... 30 -1 -1
362,Frédéric Chopin,-1 -1 -1 ... 54 27 -1
363,Frédéric Chopin,-1 -1 -1 ... 34 -1 -1
364,Frédéric Chopin,-1 -1 -1 ... 65 -1 -1
365,Frédéric Chopin,"-1 -1 -1 -1 -1 -1 67 67 72 60 63 -1 67 70 67 63 67 67 72 60 -1 70 63 67
 70 67 63 67 67 72 60 65 67 67 72 60 58 67 67 72 60 65 65 61 55 62 51 48
 51 43 43 48 24 24 29 61 62 48 36 -1 38 41 43 45 43 41 38 29 61 62 50 36
 38 41 43 45 48 50 53 55 29 62 53 50 24 62 53 29 55 62 53 24 50 62 57 56
 59 67 67 72 60 55 60 55 55 60 48 43 48 36 29 61 62 36 38 41 43 45 43 41
 38 29 61 62 36 38 41 43 45 48 50 53 55 57 65 62 64 62 67 33 60 64 59 35
 57 63 32 60 55 50 54 62 60 32 60 55 50 54 62 56 32 60 55 54 50 62 32 60
 55 50 54 62 56 55 54 56 55 54 53 55 54 53 52 54 53 52 51 53 52 48 71 83
 66 48 83 71 66 48 60 65 86 81 -1 74 -1 67 64 79 84 72 46 44 42 29 61 57
 62 48 36 38 41 43 45 43 41 38 29 61 62 50 36 38 41 43 45 48 50 53 67 27
 61 65 62 44 54 65 67 27 61 65 32 62 54 70 29 67 57 65 62 46 60 65 67 45
 61 65 38 62 54 70 72 72 77 65 61 68 60 65 53 41 48 36 41 29 63 70 66 74
 71 67 77 73 71 67 70 66 32 60 64 63 68 63 56 68 68 66 68 56 63 87 75 32
 66 62 68 68 56 68 70 68 68 56 65 89 77 75 71 75 72 72 75 75 77 75 71 75
 67 70 65 63 58 61 55 58 32 50 55 65 58 32 50 32 50 32 50 32 50 32 66 70
 65 67 64 63 77 70 62 67 63 70 61 66 32 60 67 64 63 66 68 63 56 66 68 66
 68 56 87 63 75 32 66 62 68 70 70 68 56 68 70 68 68 58 56 89 65 75 75 72
 72 75 75 77 75 67 70 66 78 76 64 75 63 61 85 78 66 69 77 65 75 63 62 85
 39 77 89 65 55 61 87 63 61 85 65 64 62 29 61 50 36 38 41 43 45 43 41 38
 29 61 50 62 36 38 41 43 45 48 50 53 55 29 57 62 53 50 24 62 53 41 55 62
 53 50 24 62 57 56 59 67 67 72 60 55 55 55 60 48 43 48 29 61 62 36 38 41
 43 45 43 41 38 29 61 62 48 36 38 41 43 45 48 50 53 55 57 69 62 64 62 67
 71 33 60 59 47 35 57 63 32 60 55 50 54 62 32 60 55 50 54 62 56 32 60 55
 54 50 62 32 60 55 38 54 62 56 55 54 56 55 54 53 55 54 53 52 54 53 52 51
 53 52 48 78 48 83 66 71 48 69 60 58 65 86 74 -1 64 58 67 60 84 79 72 -1
 46 44 30 62 51 63 49 51 37 39 42 44 -1 46 44 42 39 42 26 45 30 62 49 37
 39 42 44 46 49 51 54 56 58 61 70 64 71 73 63 67 63 61 72 64 78 63 72 64
 46 77 65 53 61 72 -1 77 65 36 47 69 62 58 60 67 72 60 46 77 53 65 72 77
 65 48 81 64 62 67 -1 -1 72 60 60 60 65 53 41 48 36 29 41"
366,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
367,Frédéric Chopin,-1 -1 -1 ... 96 25 37
368,Frédéric Chopin,-1 -1 -1 ... 96 -1 49
369,Frédéric Chopin,-1 -1 -1 ... -1 75 47
370,Frédéric Chopin,-1 -1 -1 ... 39 39 27
371,Frédéric Chopin,-1 -1 -1 ... 38 45 -1
372,Frédéric Chopin,53 -1 -1 ... 26 26 -1
373,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
374,George Frideric Handel,-1 -1 -1 ... -1 -1 -1
375,George Frideric Handel,-1 -1 -1 ... -1 -1 -1
376,George Frideric Handel,-1 -1 -1 ... -1 -1 -1
377,Georges Bizet / Moritz Moszkowski,-1 -1 -1 ... 30 62 59
378,Georges Bizet / Vladimir Horowitz,-1 -1 -1 ... 61 -1 -1
379,Giuseppe Verdi / Franz Liszt,-1 -1 -1 ... 61 -1 -1
380,Isaac Albéniz,-1 -1 -1 ... -1 -1 55
381,Isaac Albéniz,-1 -1 -1 ... 39 32 -1
382,Isaac Albéniz,-1 -1 -1 ... -1 76 -1
383,Isaac Albéniz,69 -1 -1 ... 42 99 -1
384,Isaac Albéniz,-1 -1 -1 ... -1 39 32
385,Isaac Albéniz,-1 -1 -1 ... 30 99 -1
386,Isaac Albéniz / Leopold Godowsky,"-1 -1 -1 -1 -1 38 50 -1 57 62 -1 -1 33 50 57 62 33 66 38 50 -1 62 -1 66
 66 66 56 69 62 57 67 66 54 62 45 38 69 56 57 45 74 66 76 69 38 74 73 69
 56 76 74 66 71 45 66 67 52 38 57 61 56 57 45 67 64 69 66 38 71 67 73 69
 56 76 73 57 74 71 45 38 74 71 76 74 73 69 56 57 45 76 73 71 67 45 38 74
 71 66 56 57 69 73 67 45 50 38 71 65 66 56 57 68 65 81 61 64 38 45 54 62
 66 66 66 66 54 55 62 69 56 67 57 66 45 54 62 38 69 69 81 86 78 74 74 71
 67 45 76 73 38 78 74 66 46 73 67 76 74 47 66 71 38 66 63 64 38 69 81 85
 93 76 67 45 64 69 66 38 49 71 67 54 69 55 56 76 73 57 71 45 74 38 71 76
 74 73 69 69 81 85 93 76 79 76 73 45 71 67 38 71 49 69 66 54 55 56 57 73
 69 67 64 45 50 71 65 66 69 81 86 93 78 74 74 38 46 62 66 47 35 74 66 62
 73 71 47 73 52 58 83 95 64 59 67 62 66 74 35 47 66 59 58 67 66 62 57 65
 56 66 55 62 67 47 71 74 47 73 68 62 67 67 83 95 61 67 74 66 47 53 71 54
 47 70 62 69 40 78 68 45 78 69 76 68 46 52 73 67 47 57 74 66 71 50 65 56
 49 76 57 73 54 69 64 71 81 63 73 62 69 76 47 74 81 73 76 73 68 52 71 40
 69 61 45 56 57 61 59 55 81 69 57 61 67 78 74 38 78 74 74 66 74 78 50 81
 57 79 62 74 69 57 78 66 50 45 69 74 78 81 54 38 69 74 81 86 78 86 78 50
 81 45 86 78 38 81 45 50 57 88 86 69 72 78 71 51 45 73 38 52 45 69 81 76
 85 93 76 67 62 52 82 70 47 83 79 71 36 38 47 52 61 85 73 90 59 55 50 52
 86 74 86 82 30 85 58 52 54 66 82 76 66 83 71 65 85 62 73 84 59 55 42 86
 30 90 78 86 42 85 34 47 85 77 73 86 78 54 66 59 54 74 62 71 47 55 73 71
 64 76 70 78 55 76 69 61 59 68 71 52 67 47 74 66 53 54 57 55 71 74 47 62
 64 71 55 73 76 78 76 83 90 55 88 67 61 85 83 78 55 77 71 47 74 66 73 53
 54 57 55 71 54 45 74 62 44 71 62 66 73 74 64 54 71 66 56 58 48 62 66 37
 70 63 48 61 49 53 60 51 49 70 66 61 56 59 68 64 70 62 44 73 71 37 70 65
 61 49 68 59 61 42 73 58 66 48 49 53 51 70 42 56 71 65 73 77 73 65 77 75
 85 83 71 65 61 42 54 61 70 63 65 73 65 63 82 85 61 70 54 66 42 49 56 66
 71 65 63 73 65 85 80 61 49 42 42 49 54 70 66 61 71 72 49 73 66 57 77 75
 49 58 73 42 49 63 65 71 56 73 61 77 75 77 66 49 73 49 65 42 49 58 42 54
 66 50 60 38 74 71 50 43 69 60 67 59 74 65 59 49 73 37 49 66 42 58 66 36
 57 69 63 35 47 67 40 57 66 64 56 50 71 64 61 33 45 65 62 26 54 55 56 66
 54 55 62 69 56 67 57 66 45 54 62 69 38 45 78 74 57 69 74 66 62 74 45 66
 76 69 38 78 74 54 62 57 73 76 74 62 71 51 60 57 66 52 45 61 57 76 73 67
 73 64 57 67 62 64 45 66 38 67 71 61 59 69 76 73 57 71 45 56 74 55 71 76
 74 45 69 38 44 45 76 73 71 54 67 55 45 38 66 73 59 69 61 38 71 65 61 69
 62 45 57 45 54 74 50 34 46 74 64 65 69 53 67 72 62 74 70 61 76 60 79 69
 77 41 72 57 69 70 69 60 67 61 65 50 43 70 61 62 66 50 69 64 60 70 67 58
 73 57 76 66 74 65 38 62 45 69 67 64 37 46 66 63 57 35 67 69 72 67 75 84
 81 72 66 66 40 57 62 71 66 71 62 64 83 56 76 40 59 55 33 67 61 66 61 69
 66 57 67 66 81 33 45 55 61 64 69 62 26 38 69 81 74 45 62 38 69 74 62 45
 38 62 54 74 66 57 86 74 69 62 78 -1 -1 -1 -1 -1 -1 -1"
387,Jean-Philippe Rameau,-1 -1 -1 ... -1 -1 -1
388,Johann Pachelbel,"-1 -1 -1 -1 -1 -1 65 -1 56 53 -1 67 68 -1 58 60 -1 -1 68 -1 67 51 -1 79
 72 -1 55 60 63 49 65 56 58 65 67 68 67 -1 68 67 65 64 48 60 55 72 64 65
 56 53 67 68 60 61 60 68 67 51 79 72 55 60 72 77 49 56 58 65 67 68 67 68
 67 65 48 56 72 65 55 64 65 67 65 58 67 65 64 53 65 56 68 60 70 61 72 63
 51 72 70 68 58 67 68 60 70 49 61 70 68 67 56 67 58 68 48 60 65 67 68 70
 68 64 67 65 53 56 68 60 70 61 51 72 63 72 70 68 58 67 68 60 61 49 70 70
 68 67 56 67 58 48 60 68 65 67 68 70 68 64 67 53 65 72 77 79 51 67 72 77
 49 65 56 60 67 58 60 58 60 58 56 58 68 48 60 67 79 77 76 77 76 77 77 68
 53 68 72 77 79 51 67 72 77 49 65 56 60 67 58 60 58 60 58 56 58 68 48 60
 67 79 77 76 77 76 77 77 68 53 72 73 53 51 53 70 51 49 51 67 70 72 51 49
 51 68 49 48 65 49 68 70 49 48 49 67 48 46 48 65 68 70 68 68 64 67 68 67
 65 65 53 72 73 53 51 53 70 51 49 67 51 70 72 51 49 51 68 49 48 49 65 68
 70 49 48 49 67 48 46 48 68 65 70 68 68 64 67 68 67 65 65 53 56 60 65 67
 68 70 72 55 51 67 72 74 75 72 56 77 49 75 77 79 55 53 81 82 55 84 48 82
 80 79 82 82 52 80 82 80 79 53 80 60 65 56 67 68 70 72 51 55 67 72 74 75
 72 77 56 49 76 77 55 79 80 53 82 55 84 48 82 80 79 82 82 52 80 82 80 79
 77 41 68 72 70 72 68 72 70 72 68 72 68 65 72 67 51 55 53 55 51 55 53 55
 51 55 51 48 53 49 72 70 72 68 70 67 68 65 72 70 72 48 72 64 55 53 55 52
 53 50 52 48 60 58 56 56 53 72 74 76 77 68 70 72 65 77 76 77 79 51 72 55
 56 58 60 51 53 55 48 51 49 48 49 53 79 77 75 77 65 67 67 58 49 68 67 65
 64 48 58 56 55 56 60 65 53 55 67 65 58 64 56 65 53 67 68 58 60 68 51 67
 79 72 55 60 63 49 65 56 58 65 67 68 67 68 67 65 64 48 60 55 72 64 65 56
 53 67 58 68 60 61 -1 60 68 67 51 79 72 55 60 72 77 49 56 58 65 67 68 68
 67 68 67 67 65 56 48 72 65 55 64 65 67 -1 67 65 58 67 65 64 60 56 41 -1
 -1 -1 -1"
389,Johann Sebastian Bach,"-1 -1 -1 64 -1 66 67 69 71 73 75 76 75 -1 73 71 69 67 66 64 40 72 71 52
 70 70 51 71 59 38 70 69 50 68 49 68 69 57 36 69 72 76 81 48 79 78 76 75
 47 78 79 49 76 70 51 69 78 69 52 69 66 67 72 72 50 70 71 78 76 49 74 76
 70 47 49 50 71 52 54 56 58 59 58 56 54 52 50 49 47 71 55 83 53 82 53 54
 42 69 53 81 52 51 51 80 52 40 67 52 55 59 64 62 61 59 58 78 61 62 80 59
 53 82 52 61 52 83 52 49 50 55 55 52 54 64 71 62 61 62 56 60 68 69 74 74
 71 72 83 81 48 79 81 75 79 45 47 54 54 51 52 60 67 59 57 59 52 57 64 66
 71 71 67 69 79 78 45 76 78 71 76 42 43 48 48 45 47 57 64 55 54 55 49 54
 61 63 67 67 64 66 76 47 75 73 75 69 52 66 55 64 57 59 61 63 64 63 61 59
 57 55 64 54 67 52 54 71 55 73 57 75 76 60 75 73 57 55 54 69 52 66 54 64
 66 59 67 61 69 63 64 72 71 63 69 61 67 66 64 55 66 67 52 54 71 55 57 73
 75 59 76 60 75 59 57 73 55 54 67 52 66 64 64 84 83 52 82 51 83 71 62 82
 81 50 80 49 81 69 60 69 72 76 81 48 79 78 76 75 47 78 79 79 49 76 70 51
 69 78 69 52 71 72 54 69 63 56 64 71 74 45 73 76 77 47 74 68 68 49 67 76
 67 66 50 69 70 70 52 67 61 54 62 69 72 43 71 45 47 67 69 71 52 72 54 74
 55 76 54 78 52 79 78 50 76 48 47 45 71 43 69 67 51 50 79 49 78 49 50 38
 65 49 77 47 76 47 48 36 63 48 51 55 75 60 58 57 55 54 74 57 58 76 55 49
 78 48 57 48 67 48 45 47 52 66 49 50 57 64 55 54 55 49 62 52 64 50 66 52
 54 55 71 57 74 59 73 61 62 71 69 67 59 66 64 54 62 52 50 70 69 62 68 61
 68 69 57 48 68 67 66 59 66 67 55 46 67 70 74 58 79 77 76 74 57 76 77 59
 74 68 61 67 76 67 62 67 64 65 70 70 68 69 79 50 77 76 77 71 76 47 48 53
 53 51 52 62 64 60 59 60 54 59 61 62 69 69 66 68 76 47 74 72 74 68 72 44
 45 50 50 47 48 59 60 57 55 57 51 55 58 59 66 66 63 64 72 71 43 70 71 64
 70 41 70 42 47 44 46 54 52 50 52 46 71 73 49 74 47 76 78 80 82 83 82 80
 78 76 74 47 73 49 71 73 52 74 54 76 58 79 59 58 56 76 54 74 73 71 50 73
 74 47 49 78 50 52 82 55 82 54 80 52 78 50 76 49 47 73 49 50 71 73 74 54
 76 56 58 78 59 79 58 76 56 54 74 73 50 71 49 47 83 55 71 53 70 53 54 42
 81 53 69 51 68 51 52 40 79 52 55 59 64 62 61 59 58 66 61 62 68 59 53 70
 52 61 52 71 51 54 55 73 52 46 75 47 54 57 64 56 59 60 66 57 51 68 50 59
 50 69 52 53 71 50 44 73 45 52 55 74 53 72 52 71 50 69 68 66 64 63 64 50
 52 69 53 52 72 50 48 74 47 45 44 42 40 42 74 44 45 72 47 48 69 71 52 72
 74 76 78 80 81 80 78 76 59 60 75 84 54 55 83 57 59 61 63 64 63 61 69 67
 66 64 55 54 67 52 54 71 55 73 57 59 75 76 61 63 75 64 73 63 69 61 67 66
 57 64 55 54 52 72 64 71 70 63 70 71 59 50 70 69 62 68 61 68 69 57 48 69
 72 76 81 60 79 78 76 75 59 78 79 61 76 70 63 69 78 69 52 67 66 54 64 66
 59 67 69 61 63 64 73 63 76 61 59 75 73 57 71 55 54 67 52 66 64 64 60 76
 58 75 58 59 47 62 58 74 56 73 56 57 45 60 45 48 52 57 72 55 54 52 51 71
 54 55 52 46 75 45 54 45 44 70 71 43 75 76 42 75 81 40 79 78 48 76 78 45
 76 47 75 73 75 76 75 76 40 -1"
390,Johann Sebastian Bach,-1 -1 43 ... 66 67 43
391,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
392,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 67
393,Johann Sebastian Bach,-1 -1 -1 ... 55 -1 -1
394,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
395,Johann Sebastian Bach,-1 -1 -1 ... -1 72 -1
396,Johann Sebastian Bach,-1 -1 -1 ... 44 63 56
397,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
398,Johann Sebastian Bach,-1 -1 -1 ... -1 46 -1
399,Johann Sebastian Bach,-1 -1 -1 ... 59 -1 -1
400,Johann Sebastian Bach,-1 -1 -1 ... 51 -1 -1
401,Johann Sebastian Bach,-1 -1 -1 ... 70 -1 -1
402,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
403,Johann Sebastian Bach,-1 -1 -1 ... 45 -1 -1
404,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
405,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
406,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
407,Johann Sebastian Bach,-1 -1 -1 ... -1 69 -1
408,Johann Sebastian Bach,-1 -1 -1 ... 69 33 -1
409,Johann Sebastian Bach,-1 -1 -1 ... -1 40 69
410,Johann Sebastian Bach,-1 -1 -1 ... 33 -1 -1
411,Johann Sebastian Bach,-1 -1 -1 ... 69 61 -1
412,Johann Sebastian Bach,-1 -1 -1 ... 40 33 -1
413,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
414,Johann Sebastian Bach,-1 -1 -1 ... 51 60 -1
415,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
416,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
417,Johann Sebastian Bach,-1 -1 -1 ... 63 -1 -1
418,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
419,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
420,Johann Sebastian Bach,-1 -1 -1 ... -1 63 -1
421,Johann Sebastian Bach,-1 -1 -1 ... 71 63 -1
422,Johann Sebastian Bach,-1 -1 -1 ... -1 70 70
423,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
424,Johann Sebastian Bach,-1 -1 -1 ... -1 58 -1
425,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
426,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
427,Johann Sebastian Bach,-1 -1 -1 ... 70 65 -1
428,Johann Sebastian Bach,-1 -1 -1 ... -1 71 72
429,Johann Sebastian Bach,-1 -1 -1 ... 71 72 60
430,Johann Sebastian Bach,-1 -1 -1 ... 36 -1 -1
431,Johann Sebastian Bach,-1 -1 -1 ... -1 -1 -1
432,Johann Sebastian Bach,-1 -1 -1 ... 37 61 -1
